city,mode,has_observed_target,fit_from,base_year,target_year,driver_year,neighborhood_size,iterations,rf_weight,neighbor_weight,random_weight,overall_accuracy,kappa,total_pixels,max_abs_demand_error_pixels,model_file,prediction_raster
shenyang,validation,yes,2015,2020,2025,2020,5,5,0.7,0.3,0.02,0.959994,0.895504,14299729,0,E:\RF-CA\models\random_forest\shenyang\shenyang_rf_fit_2015_2020_driver2020_n5_sampseed42_rf300_depthnone_leaf1_wtransition_trainseed42.joblib,E:\RF-CA\output\rf_ca\shenyang\shenyang_rf_ca_fit_2015_2020_predict_2025_driver2020_n5_i5_rf300_depthnone_leaf1_rw070_nw030_seed42.tif
