city,mode,has_observed_target,fit_from,base_year,target_year,neighborhood_size,iterations,random_weight,overall_accuracy,kappa,total_pixels,max_abs_demand_error_pixels,output_raster
shenyang,validation,yes,2015,2020,2025,5,5,0.03,0.959745,0.894854,14299729,0,E:\CA-Markov\output\ca_markov_suitability\shenyang\shenyang_ca_markov_suitability_fit_2015_2020_predict_2025_n5_i5_nw065_sw035.tif
