from_code,from_name,to_1,to_2,to_3,to_4,to_5,to_6,to_7,to_8,to_9
1,Cropland,11465635,8312,0,20680,49760,0,77,209942,0
2,Forest,53819,331235,0,18,15,0,0,1277,0
3,Shrub,0,0,0,0,0,0,0,0,0
4,Grassland,35432,348,0,34909,1442,0,600,2775,0
5,Water,22430,346,0,56,169718,0,674,5369,0
6,Snow/Ice,0,0,0,0,0,0,0,0,0
7,Barren,2824,0,0,127,343,0,2871,565,0
8,Impervious,67,0,0,1,12116,0,13,1865930,0
9,Wetland,1,0,0,0,1,0,0,1,0
